advertiser_id,order_date,orders,lines,revenue,customers
001cca7ae9ae17fb1caed9dfb1094831,2017-04-24,1,1,135.24,1
001cca7ae9ae17fb1caed9dfb1094831,2017-04-25,1,1,121.04,1
001cca7ae9ae17fb1caed9dfb1094831,2017-04-30,2,2,358.57,2
001cca7ae9ae17fb1caed9dfb1094831,2017-05-02,1,1,166.69,1
001cca7ae9ae17fb1caed9dfb1094831,2017-05-05,1,1,138.79,1
001cca7ae9ae17fb1caed9dfb1094831,2017-05-07,1,2,275.06,1
001cca7ae9ae17fb1caed9dfb1094831,2017-05-08,1,2,275.06,1
001cca7ae9ae17fb1caed9dfb1094831,2017-05-10,1,1,122.06,1
001cca7ae9ae17fb1caed9dfb1094831,2017-05-11,2,2,263.06,2
001cca7ae9ae17fb1caed9dfb1094831,2017-05-13,1,1,134.06,1
001cca7ae9ae17fb1caed9dfb1094831,2017-05-14,2,2,312.81,2
001cca7ae9ae17fb1caed9dfb1094831,2017-05-15,1,1,134.06,1
001cca7ae9ae17fb1caed9dfb1094831,2017-05-16,2,3,388.59000000000003,2
001cca7ae9ae17fb1caed9dfb1094831,2017-05-17,1,1,168.4,1
001cca7ae9ae17fb1caed9dfb1094831,2017-05-18,2,2,333.75,2
001cca7ae9ae17fb1caed9dfb1094831,2017-05-23,2,2,247.98000000000002,2
001cca7ae9ae17fb1caed9dfb1094831,2017-05-24,2,2,302.21999999999997,2
001cca7ae9ae17fb1caed9dfb1094831,2017-05-25,1,1,123.99000000000001,1
001cca7ae9ae17fb1caed9dfb1094831,2017-05-26,1,1,119.46000000000001,1
001cca7ae9ae17fb1caed9dfb1094831,2017-05-29,1,1,128.22,1
001cca7ae9ae17fb1caed9dfb1094831,2017-05-30,1,1,149.39999999999998,1
001cca7ae9ae17fb1caed9dfb1094831,2017-06-01,2,3,397.4,2
001cca7ae9ae17fb1caed9dfb1094831,2017-06-02,1,1,146.57999999999998,1
001cca7ae9ae17fb1caed9dfb1094831,2017-06-03,1,1,129.53,1
001cca7ae9ae17fb1caed9dfb1094831,2017-06-05,2,2,261.79999999999995,2
001cca7ae9ae17fb1caed9dfb1094831,2017-06-06,1,1,137.53,1
001cca7ae9ae17fb1caed9dfb1094831,2017-06-08,3,3,431.83000000000004,3
001cca7ae9ae17fb1caed9dfb1094831,2017-06-09,1,1,125.7,1
001cca7ae9ae17fb1caed9dfb1094831,2017-06-13,1,1,144.11,1
001cca7ae9ae17fb1caed9dfb1094831,2017-06-14,1,1,156.86,1
001cca7ae9ae17fb1caed9dfb1094831,2017-06-16,1,1,128.95,1
001cca7ae9ae17fb1caed9dfb1094831,2017-06-19,1,1,140.75,1
001cca7ae9ae17fb1caed9dfb1094831,2017-06-23,1,1,126.92,1
001cca7ae9ae17fb1caed9dfb1094831,2017-06-24,1,1,126.92,1
001cca7ae9ae17fb1caed9dfb1094831,2017-06-26,1,1,126.92,1
001cca7ae9ae17fb1caed9dfb1094831,2017-06-27,1,1,131.02,1
001cca7ae9ae17fb1caed9dfb1094831,2017-06-29,1,1,132.24,1
001cca7ae9ae17fb1caed9dfb1094831,2017-06-30,2,2,262.03,2
001cca7ae9ae17fb1caed9dfb1094831,2017-07-04,2,2,257.94,2
001cca7ae9ae17fb1caed9dfb1094831,2017-07-05,1,1,156.92,1
001cca7ae9ae17fb1caed9dfb1094831,2017-07-06,3,5,725.77,3
001cca7ae9ae17fb1caed9dfb1094831,2017-07-10,3,3,423.92999999999995,3
001cca7ae9ae17fb1caed9dfb1094831,2017-07-12,1,1,152.11,1
001cca7ae9ae17fb1caed9dfb1094831,2017-07-14,1,1,156.92,1
001cca7ae9ae17fb1caed9dfb1094831,2017-07-15,3,3,414.03,3
001cca7ae9ae17fb1caed9dfb1094831,2017-07-16,1,2,303.64,1
001cca7ae9ae17fb1caed9dfb1094831,2017-07-19,2,2,279.88,2
001cca7ae9ae17fb1caed9dfb1094831,2017-07-23,1,1,140.01999999999998,1
001cca7ae9ae17fb1caed9dfb1094831,2017-07-25,1,1,144.11,1
001cca7ae9ae17fb1caed9dfb1094831,2017-07-27,1,1,126.92,1
001cca7ae9ae17fb1caed9dfb1094831,2017-07-28,1,2,253.84,1
001cca7ae9ae17fb1caed9dfb1094831,2017-08-01,1,1,126.92,1
001cca7ae9ae17fb1caed9dfb1094831,2017-08-02,1,1,152.11,1
001cca7ae9ae17fb1caed9dfb1094831,2017-08-09,1,1,161.23,1
001cca7ae9ae17fb1caed9dfb1094831,2017-08-11,1,1,158.07999999999998,1
001cca7ae9ae17fb1caed9dfb1094831,2017-08-14,2,3,410.97,2
001cca7ae9ae17fb1caed9dfb1094831,2017-08-21,1,1,136.99,1
001cca7ae9ae17fb1caed9dfb1094831,2017-08-23,2,2,313.77,2
001cca7ae9ae17fb1caed9dfb1094831,2017-08-25,1,1,117.39,1
001cca7ae9ae17fb1caed9dfb1094831,2017-08-28,1,1,132.07999999999998,1
001cca7ae9ae17fb1caed9dfb1094831,2017-09-01,1,2,289.98,1
001cca7ae9ae17fb1caed9dfb1094831,2017-09-02,1,2,307.68,1
001cca7ae9ae17fb1caed9dfb1094831,2017-09-03,1,2,264.15999999999997,1
001cca7ae9ae17fb1caed9dfb1094831,2017-09-07,1,1,165.98,1
001cca7ae9ae17fb1caed9dfb1094831,2017-09-08,2,3,445.51,2
001cca7ae9ae17fb1caed9dfb1094831,2017-09-10,2,2,311.82,2
001cca7ae9ae17fb1caed9dfb1094831,2017-09-12,1,1,165.98,1
001cca7ae9ae17fb1caed9dfb1094831,2017-09-21,1,1,140.07999999999998,1
001cca7ae9ae17fb1caed9dfb1094831,2017-09-26,1,1,132.07999999999998,1
001cca7ae9ae17fb1caed9dfb1094831,2017-09-29,1,1,132.07999999999998,1
001cca7ae9ae17fb1caed9dfb1094831,2017-10-03,3,3,452.7,3
001cca7ae9ae17fb1caed9dfb1094831,2017-10-04,2,2,295.09000000000003,2
001cca7ae9ae17fb1caed9dfb1094831,2017-10-07,2,2,290.16,2
001cca7ae9ae17fb1caed9dfb1094831,2017-10-08,1,2,280.15999999999997,1
001cca7ae9ae17fb1caed9dfb1094831,2017-10-09,2,2,295.09000000000003,2
001cca7ae9ae17fb1caed9dfb1094831,2017-10-11,1,1,132.07999999999998,1
001cca7ae9ae17fb1caed9dfb1094831,2017-10-16,1,2,267.6,1
001cca7ae9ae17fb1caed9dfb1094831,2017-10-19,1,2,273.98,1
001cca7ae9ae17fb1caed9dfb1094831,2017-10-20,1,1,146.85,1
001cca7ae9ae17fb1caed9dfb1094831,2017-10-21,3,3,459.16999999999996,3
001cca7ae9ae17fb1caed9dfb1094831,2017-10-22,1,1,132.07999999999998,1
001cca7ae9ae17fb1caed9dfb1094831,2017-10-26,2,2,296.29999999999995,2
001cca7ae9ae17fb1caed9dfb1094831,2017-10-28,1,1,142.1,1
001cca7ae9ae17fb1caed9dfb1094831,2017-10-30,1,1,162.29,1
001cca7ae9ae17fb1caed9dfb1094831,2017-11-01,1,2,244.0,1
001cca7ae9ae17fb1caed9dfb1094831,2017-11-05,1,1,132.07999999999998,1
001cca7ae9ae17fb1caed9dfb1094831,2017-11-06,1,1,132.07999999999998,1
001cca7ae9ae17fb1caed9dfb1094831,2017-11-07,3,5,698.6099999999999,3
001cca7ae9ae17fb1caed9dfb1094831,2017-11-11,2,2,307.19,2
001cca7ae9ae17fb1caed9dfb1094831,2017-11-13,3,3,393.25,3
001cca7ae9ae17fb1caed9dfb1094831,2017-11-15,1,1,132.07999999999998,1
001cca7ae9ae17fb1caed9dfb1094831,2017-11-17,1,1,150.07999999999998,1
001cca7ae9ae17fb1caed9dfb1094831,2017-11-18,2,4,627.96,2
001cca7ae9ae17fb1caed9dfb1094831,2017-11-23,1,1,125.93,1
001cca7ae9ae17fb1caed9dfb1094831,2017-11-24,1,1,132.07999999999998,1
001cca7ae9ae17fb1caed9dfb1094831,2017-11-25,2,2,257.18,2
001cca7ae9ae17fb1caed9dfb1094831,2017-11-27,1,1,132.07999999999998,1
001cca7ae9ae17fb1caed9dfb1094831,2017-12-01,1,1,145.17000000000002,1
001cca7ae9ae17fb1caed9dfb1094831,2017-12-04,1,1,132.07999999999998,1
001cca7ae9ae17fb1caed9dfb1094831,2017-12-06,3,4,554.14,3
001cca7ae9ae17fb1caed9dfb1094831,2017-12-09,1,1,132.07999999999998,1
001cca7ae9ae17fb1caed9dfb1094831,2017-12-11,1,1,132.07999999999998,1
001cca7ae9ae17fb1caed9dfb1094831,2017-12-12,1,1,140.07999999999998,1
001cca7ae9ae17fb1caed9dfb1094831,2017-12-14,1,1,169.23,1
001cca7ae9ae17fb1caed9dfb1094831,2017-12-25,1,1,132.07999999999998,1
001cca7ae9ae17fb1caed9dfb1094831,2017-12-27,2,2,285.07,2
001cca7ae9ae17fb1caed9dfb1094831,2018-01-01,1,1,167.2,1
001cca7ae9ae17fb1caed9dfb1094831,2018-01-10,1,1,144.99,1
001cca7ae9ae17fb1caed9dfb1094831,2018-01-12,1,1,144.99,1
001cca7ae9ae17fb1caed9dfb1094831,2018-01-15,1,1,132.07999999999998,1
001cca7ae9ae17fb1caed9dfb1094831,2018-01-25,2,2,312.39,2
001cca7ae9ae17fb1caed9dfb1094831,2018-01-26,1,1,167.2,1
001cca7ae9ae17fb1caed9dfb1094831,2018-01-29,1,1,169.23,1
001cca7ae9ae17fb1caed9dfb1094831,2018-02-04,1,1,161.23,1
001cca7ae9ae17fb1caed9dfb1094831,2018-02-08,1,1,147.01,1
001cca7ae9ae17fb1caed9dfb1094831,2018-02-16,1,1,142.1,1
001cca7ae9ae17fb1caed9dfb1094831,2018-03-04,1,1,161.23,1
001cca7ae9ae17fb1caed9dfb1094831,2018-03-12,1,1,174.74,1
001cca7ae9ae17fb1caed9dfb1094831,2018-03-13,1,1,168.01999999999998,1
001cca7ae9ae17fb1caed9dfb1094831,2018-03-15,1,1,171.79,1
001cca7ae9ae17fb1caed9dfb1094831,2018-03-18,1,1,150.21,1
001cca7ae9ae17fb1caed9dfb1094831,2018-03-29,1,1,150.21,1
001cca7ae9ae17fb1caed9dfb1094831,2018-03-30,1,4,735.96,1
001cca7ae9ae17fb1caed9dfb1094831,2018-04-05,1,1,161.32999999999998,1
001cca7ae9ae17fb1caed9dfb1094831,2018-04-08,1,1,180.76,1
001cca7ae9ae17fb1caed9dfb1094831,2018-04-11,1,1,283.62,1
001cca7ae9ae17fb1caed9dfb1094831,2018-04-12,1,1,174.39,1
001cca7ae9ae17fb1caed9dfb1094831,2018-04-28,1,1,164.91,1
001cca7ae9ae17fb1caed9dfb1094831,2018-06-12,1,1,163.98,1
001cca7ae9ae17fb1caed9dfb1094831,2018-06-20,1,1,172.01,1
001cca7ae9ae17fb1caed9dfb1094831,2018-07-12,1,1,166.04000000000002,1
002100f778ceb8431b7a1020ff7ab48f,2017-09-14,1,1,25.0,1
002100f778ceb8431b7a1020ff7ab48f,2017-09-21,1,2,47.5,1
002100f778ceb8431b7a1020ff7ab48f,2017-09-30,1,1,25.75,1
002100f778ceb8431b7a1020ff7ab48f,2017-10-04,1,1,25.75,1
002100f778ceb8431b7a1020ff7ab48f,2017-10-11,1,1,29.0,1
002100f778ceb8431b7a1020ff7ab48f,2017-10-17,1,1,30.0,1
002100f778ceb8431b7a1020ff7ab48f,2017-10-19,1,1,31.75,1
002100f778ceb8431b7a1020ff7ab48f,2017-10-22,1,1,29.75,1
002100f778ceb8431b7a1020ff7ab48f,2017-10-25,1,1,33.0,1
002100f778ceb8431b7a1020ff7ab48f,2017-10-27,1,2,66.0,1
002100f778ceb8431b7a1020ff7ab48f,2017-10-29,1,2,70.0,1
002100f778ceb8431b7a1020ff7ab48f,2017-10-31,1,1,52.05,1
002100f778ceb8431b7a1020ff7ab48f,2017-11-02,1,2,59.5,1
002100f778ceb8431b7a1020ff7ab48f,2017-11-08,1,1,35.0,1
002100f778ceb8431b7a1020ff7ab48f,2017-11-12,2,2,105.28,2
002100f778ceb8431b7a1020ff7ab48f,2017-11-15,1,1,33.0,1
002100f778ceb8431b7a1020ff7ab48f,2017-11-16,3,3,91.75,3
002100f778ceb8431b7a1020ff7ab48f,2017-11-18,1,1,29.75,1
002100f778ceb8431b7a1020ff7ab48f,2017-11-20,2,2,91.5,2
002100f778ceb8431b7a1020ff7ab48f,2017-12-04,2,2,64.44,2
002100f778ceb8431b7a1020ff7ab48f,2017-12-05,2,2,62.75,2
002100f778ceb8431b7a1020ff7ab48f,2017-12-07,2,2,62.75,2
002100f778ceb8431b7a1020ff7ab48f,2017-12-08,1,1,33.0,1
002100f778ceb8431b7a1020ff7ab48f,2017-12-12,2,2,57.81,2
002100f778ceb8431b7a1020ff7ab48f,2017-12-14,1,1,33.0,1
002100f778ceb8431b7a1020ff7ab48f,2017-12-17,1,1,33.0,1
002100f778ceb8431b7a1020ff7ab48f,2017-12-20,1,1,29.75,1
002100f778ceb8431b7a1020ff7ab48f,2017-12-21,1,1,24.75,1
002100f778ceb8431b7a1020ff7ab48f,2017-12-23,1,1,33.0,1
002100f778ceb8431b7a1020ff7ab48f,2017-12-28,2,2,62.75,2
002100f778ceb8431b7a1020ff7ab48f,2018-01-10,1,1,33.0,1
002100f778ceb8431b7a1020ff7ab48f,2018-01-13,1,1,35.0,1
002100f778ceb8431b7a1020ff7ab48f,2018-01-15,1,1,61.91,1
002100f778ceb8431b7a1020ff7ab48f,2018-02-12,1,1,145.56,1
002100f778ceb8431b7a1020ff7ab48f,2018-02-16,1,1,31.75,1
002100f778ceb8431b7a1020ff7ab48f,2018-02-24,1,1,35.0,1
002100f778ceb8431b7a1020ff7ab48f,2018-02-28,1,1,35.0,1
002100f778ceb8431b7a1020ff7ab48f,2018-03-12,1,1,30.689999999999998,1
002100f778ceb8431b7a1020ff7ab48f,2018-03-18,1,1,32.69,1
002100f778ceb8431b7a1020ff7ab48f,2018-03-27,1,1,38.129999999999995,1
002100f778ceb8431b7a1020ff7ab48f,2018-04-06,1,1,32.69,1
002100f778ceb8431b7a1020ff7ab48f,2018-04-12,1,1,108.41000000000001,1
003554e2dce176b5555353e4f3555ac8,2017-12-15,1,1,139.38,1
004c9cd9d87a3c30c522c48c4fc07416,2017-01-27,1,1,140.91,1
004c9cd9d87a3c30c522c48c4fc07416,2017-01-29,1,1,147.99,1
004c9cd9d87a3c30c522c48c4fc07416,2017-01-30,3,3,413.97,3
004c9cd9d87a3c30c522c48c4fc07416,2017-01-31,1,1,127.5,1
004c9cd9d87a3c30c522c48c4fc07416,2017-02-02,1,1,124.53,1
004c9cd9d87a3c30c522c48c4fc07416,2017-02-05,3,3,429.06,3
004c9cd9d87a3c30c522c48c4fc07416,2017-02-06,1,1,123.33999999999999,1
004c9cd9d87a3c30c522c48c4fc07416,2017-02-07,2,2,252.35000000000002,2
004c9cd9d87a3c30c522c48c4fc07416,2017-02-14,1,1,105.83,1
004c9cd9d87a3c30c522c48c4fc07416,2017-02-16,1,2,362.38,1
004c9cd9d87a3c30c522c48c4fc07416,2017-02-17,2,3,342.44,2
004c9cd9d87a3c30c522c48c4fc07416,2017-02-27,1,2,568.9,1
004c9cd9d87a3c30c522c48c4fc07416,2017-03-01,1,1,192.22,1
004c9cd9d87a3c30c522c48c4fc07416,2017-03-08,1,4,652.3399999999999,1
004c9cd9d87a3c30c522c48c4fc07416,2017-03-11,1,1,93.13,1
004c9cd9d87a3c30c522c48c4fc07416,2017-03-14,1,1,75.62,1
004c9cd9d87a3c30c522c48c4fc07416,2017-03-20,2,2,207.67000000000002,2
004c9cd9d87a3c30c522c48c4fc07416,2017-04-04,1,2,248.02,1
004c9cd9d87a3c30c522c48c4fc07416,2017-04-08,1,1,124.01,1
004c9cd9d87a3c30c522c48c4fc07416,2017-04-20,2,2,357.41,2
004c9cd9d87a3c30c522c48c4fc07416,2017-04-24,2,2,240.91,2
004c9cd9d87a3c30c522c48c4fc07416,2017-04-26,1,1,266.01,1
004c9cd9d87a3c30c522c48c4fc07416,2017-04-28,1,1,150.04000000000002,1
004c9cd9d87a3c30c522c48c4fc07416,2017-04-29,1,1,107.77,1
004c9cd9d87a3c30c522c48c4fc07416,2017-04-30,1,1,100.31,1
004c9cd9d87a3c30c522c48c4fc07416,2017-05-02,1,1,96.14999999999999,1
004c9cd9d87a3c30c522c48c4fc07416,2017-05-07,1,1,161.23,1
004c9cd9d87a3c30c522c48c4fc07416,2017-05-09,1,1,100.82,1
004c9cd9d87a3c30c522c48c4fc07416,2017-05-13,1,1,124.96,1
004c9cd9d87a3c30c522c48c4fc07416,2017-05-16,1,1,161.46,1
004c9cd9d87a3c30c522c48c4fc07416,2017-06-02,2,2,351.12,2
004c9cd9d87a3c30c522c48c4fc07416,2017-06-04,1,2,212.76,1
004c9cd9d87a3c30c522c48c4fc07416,2017-06-06,1,1,100.82,1
004c9cd9d87a3c30c522c48c4fc07416,2017-06-15,1,1,134.45,1
004c9cd9d87a3c30c522c48c4fc07416,2017-06-24,1,1,206.95000000000002,1
004c9cd9d87a3c30c522c48c4fc07416,2017-06-26,1,1,203.63,1
004c9cd9d87a3c30c522c48c4fc07416,2017-06-28,2,2,325.52,2
004c9cd9d87a3c30c522c48c4fc07416,2017-07-02,1,1,100.82,1
004c9cd9d87a3c30c522c48c4fc07416,2017-07-07,1,2,200.06,1
004c9cd9d87a3c30c522c48c4fc07416,2017-07-13,2,2,263.68,2
004c9cd9d87a3c30c522c48c4fc07416,2017-07-16,2,2,268.69,2
004c9cd9d87a3c30c522c48c4fc07416,2017-07-19,1,1,87.64,1
004c9cd9d87a3c30c522c48c4fc07416,2017-07-21,1,1,118.75,1
004c9cd9d87a3c30c522c48c4fc07416,2017-07-23,1,1,107.08,1
004c9cd9d87a3c30c522c48c4fc07416,2017-07-24,1,1,102.05,1
004c9cd9d87a3c30c522c48c4fc07416,2017-07-26,1,1,100.82,1
004c9cd9d87a3c30c522c48c4fc07416,2017-07-29,1,1,142.95,1
004c9cd9d87a3c30c522c48c4fc07416,2017-08-02,1,1,81.6,1
004c9cd9d87a3c30c522c48c4fc07416,2017-08-03,1,1,122.98,1
004c9cd9d87a3c30c522c48c4fc07416,2017-08-05,1,1,161.46,1
004c9cd9d87a3c30c522c48c4fc07416,2017-08-08,1,2,175.28,1
004c9cd9d87a3c30c522c48c4fc07416,2017-08-10,3,3,551.46,3
004c9cd9d87a3c30c522c48c4fc07416,2017-08-11,1,1,217.02,1
004c9cd9d87a3c30c522c48c4fc07416,2017-08-14,2,2,340.91999999999996,2
004c9cd9d87a3c30c522c48c4fc07416,2017-08-15,1,1,83.41000000000001,1
004c9cd9d87a3c30c522c48c4fc07416,2017-08-16,1,1,168.51000000000002,1
004c9cd9d87a3c30c522c48c4fc07416,2017-08-18,1,1,150.56,1
004c9cd9d87a3c30c522c48c4fc07416,2017-08-19,2,2,291.46,2
004c9cd9d87a3c30c522c48c4fc07416,2017-08-21,1,1,161.37,1
004c9cd9d87a3c30c522c48c4fc07416,2017-08-24,1,1,161.23,1
004c9cd9d87a3c30c522c48c4fc07416,2017-08-26,1,1,176.74,1
004c9cd9d87a3c30c522c48c4fc07416,2017-08-28,2,2,223.94,2
004c9cd9d87a3c30c522c48c4fc07416,2017-08-29,1,1,111.97,1
004c9cd9d87a3c30c522c48c4fc07416,2017-09-05,1,1,139.31,1
004c9cd9d87a3c30c522c48c4fc07416,2017-09-06,1,1,107.94,1
004c9cd9d87a3c30c522c48c4fc07416,2017-09-09,1,1,80.59,1
004c9cd9d87a3c30c522c48c4fc07416,2017-09-10,2,2,186.22000000000003,2
004c9cd9d87a3c30c522c48c4fc07416,2017-09-11,2,3,267.64,2
004c9cd9d87a3c30c522c48c4fc07416,2017-09-13,1,1,71.94,1
004c9cd9d87a3c30c522c48c4fc07416,2017-09-15,1,1,141.69,1
004c9cd9d87a3c30c522c48c4fc07416,2017-09-16,1,1,100.12,1
004c9cd9d87a3c30c522c48c4fc07416,2017-09-18,1,1,134.45,1
004c9cd9d87a3c30c522c48c4fc07416,2017-09-20,2,2,226.95,2
004c9cd9d87a3c30c522c48c4fc07416,2017-09-22,1,1,102.96,1
004c9cd9d87a3c30c522c48c4fc07416,2017-10-01,1,1,129.41,1
004c9cd9d87a3c30c522c48c4fc07416,2017-10-02,1,1,134.45,1
004c9cd9d87a3c30c522c48c4fc07416,2017-10-09,1,1,141.69,1
004c9cd9d87a3c30c522c48c4fc07416,2017-10-16,1,1,100.82,1
004c9cd9d87a3c30c522c48c4fc07416,2017-10-17,1,1,226.23000000000002,1
004c9cd9d87a3c30c522c48c4fc07416,2017-10-28,1,1,61.269999999999996,1
004c9cd9d87a3c30c522c48c4fc07416,2017-11-02,1,1,136.3,1
004c9cd9d87a3c30c522c48c4fc07416,2017-11-06,1,1,92.19,1
004c9cd9d87a3c30c522c48c4fc07416,2017-11-12,1,1,130.56,1
004c9cd9d87a3c30c522c48c4fc07416,2017-11-13,1,1,282.52,1
004c9cd9d87a3c30c522c48c4fc07416,2017-11-19,1,1,191.67000000000002,1
004c9cd9d87a3c30c522c48c4fc07416,2017-11-20,1,1,134.45,1
004c9cd9d87a3c30c522c48c4fc07416,2017-11-23,2,2,268.02,2
004c9cd9d87a3c30c522c48c4fc07416,2017-11-24,1,1,281.73,1
004c9cd9d87a3c30c522c48c4fc07416,2017-11-25,3,3,373.68,3
004c9cd9d87a3c30c522c48c4fc07416,2017-11-26,2,2,201.95,2
004c9cd9d87a3c30c522c48c4fc07416,2017-11-27,1,1,96.58999999999999,1
004c9cd9d87a3c30c522c48c4fc07416,2017-11-28,1,1,131.44,1
004c9cd9d87a3c30c522c48c4fc07416,2017-11-30,2,2,225.93,2
004c9cd9d87a3c30c522c48c4fc07416,2017-12-04,1,1,66.71000000000001,1
004c9cd9d87a3c30c522c48c4fc07416,2017-12-05,1,1,100.82,1
004c9cd9d87a3c30c522c48c4fc07416,2017-12-06,1,1,116.51,1
004c9cd9d87a3c30c522c48c4fc07416,2017-12-07,2,2,299.13,2
004c9cd9d87a3c30c522c48c4fc07416,2017-12-09,1,1,111.97,1
004c9cd9d87a3c30c522c48c4fc07416,2017-12-10,2,2,308.38,2
004c9cd9d87a3c30c522c48c4fc07416,2017-12-11,2,2,200.45,2
004c9cd9d87a3c30c522c48c4fc07416,2017-12-18,1,1,156.51,1
004c9cd9d87a3c30c522c48c4fc07416,2017-12-19,1,1,113.71,1
004c9cd9d87a3c30c522c48c4fc07416,2017-12-23,1,1,131.44,1
004c9cd9d87a3c30c522c48c4fc07416,2018-01-03,3,3,473.38,3
004c9cd9d87a3c30c522c48c4fc07416,2018-01-08,1,1,97.83,1
004c9cd9d87a3c30c522c48c4fc07416,2018-01-10,1,1,172.71,1
004c9cd9d87a3c30c522c48c4fc07416,2018-01-15,1,1,276.9,1
004c9cd9d87a3c30c522c48c4fc07416,2018-01-22,1,1,100.82,1
004c9cd9d87a3c30c522c48c4fc07416,2018-01-29,1,1,152.62,1
004c9cd9d87a3c30c522c48c4fc07416,2018-02-10,1,1,94.31,1
004c9cd9d87a3c30c522c48c4fc07416,2018-02-14,1,1,155.42000000000002,1
004c9cd9d87a3c30c522c48c4fc07416,2018-02-16,1,1,198.31,1
004c9cd9d87a3c30c522c48c4fc07416,2018-03-05,1,1,64.00999999999999,1
004c9cd9d87a3c30c522c48c4fc07416,2018-03-07,1,1,106.14999999999999,1
004c9cd9d87a3c30c522c48c4fc07416,2018-03-08,1,1,152.35999999999999,1
004c9cd9d87a3c30c522c48c4fc07416,2018-03-10,1,1,89.36000000000001,1
004c9cd9d87a3c30c522c48c4fc07416,2018-03-11,1,1,89.36000000000001,1
004c9cd9d87a3c30c522c48c4fc07416,2018-03-12,1,1,128.31,1
004c9cd9d87a3c30c522c48c4fc07416,2018-03-15,1,1,106.14999999999999,1
004c9cd9d87a3c30c522c48c4fc07416,2018-03-26,1,1,106.14999999999999,1
004c9cd9d87a3c30c522c48c4fc07416,2018-04-05,1,1,73.77,1
004c9cd9d87a3c30c522c48c4fc07416,2018-04-10,2,2,316.74,2
004c9cd9d87a3c30c522c48c4fc07416,2018-04-13,1,2,366.32000000000005,1
004c9cd9d87a3c30c522c48c4fc07416,2018-04-16,1,1,128.31,1
004c9cd9d87a3c30c522c48c4fc07416,2018-05-01,1,1,188.1,1
004c9cd9d87a3c30c522c48c4fc07416,2018-05-03,1,1,313.23,1
00720abe85ba0859807595bbf045a33b,2018-01-27,1,2,186.62,1
00720abe85ba0859807595bbf045a33b,2018-02-06,1,1,87.36,1
00720abe85ba0859807595bbf045a33b,2018-03-02,1,3,85.80000000000001,1
00720abe85ba0859807595bbf045a33b,2018-03-22,1,1,28.73,1
00720abe85ba0859807595bbf045a33b,2018-04-10,1,2,44.08,1
00720abe85ba0859807595bbf045a33b,2018-04-13,1,1,116.6,1
00720abe85ba0859807595bbf045a33b,2018-04-24,1,3,66.57000000000001,1
00720abe85ba0859807595bbf045a33b,2018-05-14,1,2,173.8,1
00720abe85ba0859807595bbf045a33b,2018-05-17,1,2,46.18,1
00720abe85ba0859807595bbf045a33b,2018-05-21,1,1,102.17,1
00720abe85ba0859807595bbf045a33b,2018-06-04,1,6,149.16000000000003,1
00720abe85ba0859807595bbf045a33b,2018-07-30,1,1,94.74,1
00720abe85ba0859807595bbf045a33b,2018-08-03,1,1,141.67,1
00ab3eff1b5192e5f1a63bcecfee11c8,2017-03-18,1,1,110.08,1
00d8b143d12632bad99c0ad66ad52825,2018-03-21,1,1,137.1,1
00ee68308b45bc5e2660cd833c3f81cc,2017-09-19,1,1,91.77,1
00ee68308b45bc5e2660cd833c3f81cc,2017-09-24,1,2,195.62,1
